Track,Album Name,Artist,Release Date,All Time Rank,Spotify Streams,Spotify Popularity
Mahiye Jinna Sohna Slowed + Reverb,Mahiye Jinna Sohna Lofi Remix,Darshan Raval,7/27/2023,1502,1843453,35.0
hey! hey!,hey! hey! - Single,TWS,6/5/2024,1499,1010608,0.0
Centuries,Centuries,Fall Out Boy,9/9/2014,1501,1184571362,75.0
What Makes You Beautiful,Up All Night,One Direction,1/1/2011,1494,1265397717,80.0
Sweetest Pie,Sweetest Pie - Single,Megan Thee Stallion,3/11/2022,1500,359563711,64.0
Reggaetï¿½ï¿½n Lento (Baile,Primera Cita,CNCO,8/26/2016,1497,738438810,67.0
GMFU (w/ 6arelyhuman),GMFU (w/ 6arelyhuman),Odetari,7/26/2023,1503,199444237,72.0
SKITZO,UTOPIA,Travis Scott,7/28/2023,1513,97901897,66.0
Friendly Fire,Friendly Fire,Linkin Park,2/23/2024,1505,27605207,8.0
Niï¿½ï¿½a Bo,Niï¿½ï¿½a Bo,Feid,4/21/2023,1508,237741410,61.0
SkeeYee,Hood Hottest Princess,Sexyy Red,6/9/2023,1510,96289114,67.0
The Git Up,The Git Up,Blanco Brown,5/3/2019,1506,346783267,61.0
Beautiful Crazy,Beautiful Crazy,Luke Combs,5/4/2018,1511,828103564,77.0
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,1504,199846893,69.0
Lover,Lover,Taylor Swift,8/16/2019,1507,1413268808,81.0
Midas Touch,Midas Touch,KISS OF LIFE,4/3/2024,1512,50824333,75.0
Follow You,Follow You / Cutthroat,Imagine Dragons,3/12/2021,1514,412887321,65.0
ýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýý - Single,Ptrp Studio,6/2/2022,1515,13219831,45.0
Por las Noches,Por las Noches,Peso Pluma,6/11/2021,1509,541105655,43.0
Body Like A Back Road,Body Like A Back Road,Sam Hunt,2/1/2017,1520,874864898,66.0
Best Part (feat. H.E.R.),Freudian,Daniel Caesar,8/25/2017,1516,1362614026,79.0
Melhor Vibe,Melhor Vibe,MC Ryan SP,3/20/2024,1519,39157273,73.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,9/18/2023,1522,456034,0.0
Cake By The Ocean - Cover,Western music that excites driving,LOVE BGM JPN,10/24/2023,1521,1622824522,0.0
Set Fire to the Rain,More Music 2011,Adele,1/1/2011,1518,1595514674,77.0
Worth It,Reflection (Japan Deluxe Edition),Fifth Harmony,1/1/2014,1517,815946405,67.0
Malvadï¿½ï¿,Malvadï¿½ï¿,Xamï¿,11/30/2021,1527,270364614,56.0
2 Be Loved (Am I Ready),Special,Lizzo,7/15/2022,1525,335194737,62.0
Shut Up and Dance,Full Circle: The Live Anthology,WALK THE MOON,11/20/2011,1530,1690450389,81.0
SugarCrash!,SugarCrash!,ElyOtto,8/25/2020,1529,364210672,63.0
Sail,Back From Earth,AWOLNATION,1/1/2010,1523,814264073,68.0
Solo Conmigo,"Fï¿½ï¿½rmula, Vo",Romeo Santos,9/1/2022,1526,99640817,65.0
See You Again (feat. Charlie Puth),Furious 7: Original Motion Picture Soundtrack,Wiz Khalifa,3/10/2015,1528,1891920348,55.0
Paint The Town Red,NOW That's What I Call Music! 116,Doja Cat,11/17/2023,1524,0,0.0
Dial Drunk (with Post Malone),Dial Drunk (with Post Malone),Noah Kahan,7/18/2023,1533,276026602,79.0
Danza Kuduro - Cover,ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýý - ýýýýýý&ýýýýýý POPS ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý -,MUSIC LAB JPN,2/3/2023,1724,1627429837,0.0
Piscina,Piscina,Maria Becerra,11/8/2023,1532,81319633,6.0
Bandit (with YoungBoy Never Broke Again),Death Race For Love (Bonus Track Version),Juice WRLD,3/8/2019,1538,925747848,67.0
this is what falling in love feels like,this is what falling in love feels like (Ramengvrl Remix),JVKE,9/3/2021,1531,477620800,72.0
Galway Girl,ýý (Deluxe),Ed Sheeran,3/3/2017,1535,1311631709,72.0
Firework,Teenage Dream,Katy Perry,1/1/2010,1534,1065375074,67.0
Danza Kuduro - Cover,Let's Workout - Best Pop Hits -,WORK OUT GYM - DJ MIX,10/7/2023,1536,1642258500,0.0
wait in the truck (feat. Lainey Wilson),wait in the truck - Single,HARDY,8/26/2022,1537,127223430,63.0
No Es por Acï¿,No Es por Acï¿½ï¿½ - Si,Carin Leon,7/8/2022,1543,331775657,51.0
Funny Song,"Vintage Oddities, Vol. 4",Cavendish Music,8/15/2018,1539,5866282,39.0
Adventure Of A Lifetime,Adventure Of A Lifetime,Coldplay,11/6/2015,1546,1020239582,76.0
Nice For What,Nice For What,Drake,4/6/2018,1544,1276685592,72.0
Us Vs Them,Us Vs. Them,$uicideboy$,3/29/2024,1545,44027794,0.0
Vaaste,Vaaste,Dhvani Bhanushali,4/6/2019,1540,126921341,60.0
FALTA DE QUï¿½,FALTA DE QUï¿½,Luan Pereira,5/16/2024,1541,27120441,77.0
Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,6/24/2022,1542,947763871,72.0
Obsessed With You,Obsessed With You,Central Cee,9/10/2021,1549,336889834,64.0
Bang!,Bang!,AJR,2/12/2020,1550,426425213,56.0
Style (Taylor's Version),1989 (Taylor's Version),Taylor Swift,10/26/2023,1551,211462881,0.0
The Door,I've Tried Everything But Therapy (Part 1),Teddy Swims,9/15/2023,1548,111155129,80.0
Gato de Noche,Gato de Noche,ýýengo Flow,12/22/2022,1547,427842597,66.0
Despeinada,Despeinada,Ozuna,9/3/2020,1555,420652971,63.0
Runnin,SAVAGE MODE II,21 Savage,10/2/2020,1556,653352641,77.0
Melting,Melting - Single,Unknown,6/10/2024,1553,0,0.0
Hey Driver (feat. The War and Treaty),Hey Driver (feat. The War and Treaty),Zach Bryan,8/24/2023,1552,221575551,78.0
REAL GANGSTA LOVE,EL ï¿½ï¿½LTIMO B,Trueno,5/23/2024,1554,31366703,78.0
OKI DOKI,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/2023,1557,221406245,72.0
Free Mind,For Broken Ears,Tems,9/25/2020,1559,155772691,67.0
New Rules,Dua Lipa (Complete Edition),Dua Lipa,1/1/2015,1561,2098443322,75.0
favorite crime,SOUR,Olivia Rodrigo,5/21/2021,1564,1058390692,79.0
La Forma en Que Me Miras,La Forma en Que Me Miras,Super Yei,8/4/2018,1560,541468772,67.0
When You're Gone,When You're Gone,Shawn Mendes,3/31/2022,1562,323292046,71.0
High Road (feat. Jessie Murph),High Road (feat. Jessie Murph),Koe Wetzel,6/7/2024,1558,6120999,67.0
Savage,Suga,Megan Thee Stallion,3/6/2020,1563,427275743,61.0
Put It On Da Floor Again (feat. Cardi B),Put It On Da Floor Again (feat. Cardi B) - Single,Latto,6/2/2023,1572,60082145,60.0
You Should Probably Leave,Starting Over,Chris Stapleton,11/13/2020,1566,427605317,77.0
Runaway,Runaway,AURORA,2/7/2015,1567,884816583,70.0
Spicy,MY WORLD - The 3rd Mini Album,aespa,5/8/2023,1570,133536914,63.0
Ya Leil W Yal Ein,Ya Leil W Yal Ein,AL SHAMI,9/20/2023,1574,9736339,0.0
Die For You,Starboy,The Weeknd,11/25/2016,1565,2265551950,74.0
Need It (feat. YoungBoy Never Broke Again),Need It,Migos,5/22/2020,1569,328017675,67.0
Into You,Dangerous Woman,Ariana Grande,4/1/2016,1571,1368497471,72.0
Invincible,Meet The Woo 2,Pop Smoke,2/7/2020,1573,549824221,70.0
Le Monde,Talk to Me (Original Soundtrack),Richard Carter,8/4/2023,1568,84141101,62.0
Un Besito Mï¿½,Un Besito Mï¿½,Salastkbron,3/14/2024,1581,39026522,72.0
Ya No Somos Ni Seremos,Ya No Somos Ni Seremos,Christian Nodal,2/18/2022,1580,469278591,76.0
Macetando,Macetando,Ivete Sangalo,12/15/2023,1575,67224922,0.0
Stand by Me,Don't Play That Song,Ben King,1/5/2024,1577,1094052047,0.0
Goa Beach,Goa Beach,Tony Kakkar,2/11/2020,1576,33384757,48.0
Sharks,Sharks,Imagine Dragons,6/24/2022,1579,283572432,65.0
Teenage Dream,Teenage Dream,Stephen Dawes,6/2/2022,1578,170404957,64.0
Igualito a Mi Apï¿,Pa Que Hablen,Fuerza Regida,12/30/2022,1585,316447060,72.0
Thunder,Thunder,Gabry Ponte,5/7/2021,1582,551090518,75.0
Thousand Miles,Thousand Miles,The Kid LAROI,4/22/2022,1583,299159279,65.0
STAYING ALIVE (feat. Drake & Lil Baby),STAYING ALIVE (feat. Drake & Lil Baby) - Single,DJ Khaled,8/5/2022,1586,204471704,55.0
Walk Em Down (feat. Roddy Ricch),Walk Em Down (feat. Roddy Ricch),NLE Choppa,3/19/2020,1584,565296902,68.0
Khairiyat,Chhichhore,Arijit Singh,8/31/2019,1587,240571166,65.0
Moves Like Jagger - Studio Recording From The Voice Performance,Hands All Over (Revised Asia Standard Version),Maroon 5,1/1/2010,1598,1461578587,76.0
Private Landing (feat. Justin Bieber & Future),Private Landing (feat. Justin Bieber & Future),Don Toliver,2/23/2023,1599,242528711,72.0
Turn Yo Clic Up (feat. Future),Turn Yo Clic Up (feat. Future),Quavo,7/14/2023,1593,70868414,57.0
Hotline Bling,Hotline Bling,Drake,7/31/2015,1588,1335494972,72.0
Down Below,Feed Tha Streets II,Roddy Ricch,11/2/2018,1591,394772670,66.0
Chupï¿½,Chupï¿½,El Gudi,8/25/2023,1597,126216271,61.0
Emiliana,Emiliana,CKay,12/3/2021,1595,223634694,62.0
Sonrï¿½ï¿½ele a la ,Sonrï¿½ï¿½ele a la ,DnK,6/25/2021,1590,3052742,10.0
Life Goes On,BE,BTS,11/20/2020,1594,717715448,70.0
World Hold On - FISHER Rework,World Hold On (feat. Steve Edwards) [FISHER Rework] - Single,Bob Sinclar,7/8/2022,1592,240482615,62.0
Cry,Fireworks & Rollerblades,Benson Boone,4/5/2024,1589,72952792,18.0
11:00 PM,11:11,Maluma,5/17/2019,1596,719602988,67.0
One Call Away,One Call Away,Charlie Puth,8/21/2015,1604,833094374,69.0
Bitch Let's Do It,Richest Opp,YoungBoy Never Broke Again,5/12/2023,1600,46368950,60.0
I Am Not Okay,I Am Not Okay,Jelly Roll,6/12/2024,1603,4522,0.0
Move Your Body,Move Your Body - Single,ýýwnboss,10/29/2021,1606,366000029,71.0
Stay,Unapologetic (Edited Version),Rihanna,1/1/2012,1607,1313274600,69.0
Faucet Failure,STOKELEY,Ski Mask The Slump God,11/30/2018,1601,571258899,66.0
Danza Kuduro,Vem Dancar Kuduro,Don Omar,1/1/2010,1605,1656974409,76.0
Suavemente,Suavemente,Soolking,2/22/2022,1608,159676691,59.0
Locked Out Of Heaven,NRJ 200% Hits 2013,Bruno Mars,1/1/2012,1602,2004657631,83.0
Party Rock Anthem,Sorry For Party Rocking (Japan Version),LMFAO,1/1/2011,1609,717233625,68.0
Jealous,Jealous,Eyedress,12/6/2019,1615,789418331,78.0
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Now That's What I Call Music! 91,Ellie Goulding,7/24/2015,1617,1532640437,6.0
Love Nwantiti - Remix,Love Nwantiti (Remix),Dj Yo!,8/30/2019,1613,596326288,66.0
Param Param,""" PARAM PARAM """,NAMES 51,12/5/2022,1618,0,0.0
Victoriaï¿½ï¿½ï¿½s ,Victoriaï¿½ï¿½ï¿½s ,Jax,6/30/2022,1616,161267092,62.0
THE SCOTTS,THE SCOTTS,THE SCOTTS,4/24/2020,1614,789962731,68.0
Still With You,Still With You,Jung Kook,6/5/2020,1610,188249146,72.0
Daytona,Partyson,Cris Mj,11/9/2023,1611,139929615,77.0
Not Afraid,Not Afraid,Eminem,5/3/2010,1612,1012914789,74.0
GODS,GODS,League of Legends,10/4/2023,1621,147487181,0.0
Fotos Y Recuerdos (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,1622,66283950,0.0
Bad Romance,The Fame Monster (France FNAC Version),Lady Gaga,1/1/2009,1624,1229109018,77.0
The Feeling,The Feeling - Single,Lost Frequencies,6/9/2023,1623,130424397,66.0
Flowers,NOW That's What I Call Music! 115,Miley Cyrus,7/28/2023,1625,2010422639,0.0
LUNA,LUNA,Peso Pluma,6/22/2023,1620,266623831,73.0
i need you it's so dark,The Love Letters You Never Read,Garfy,11/29/2020,1619,0,0.0
Just Give Me a Reason,The Truth About Love,P!nk,9/14/2012,1627,1301573727,78.0
UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),J Balvin,7/24/2020,1629,828608384,64.0
Fancy,The New Classic,Iggy Azalea,1/1/2014,1630,724486951,61.0
Apocalypse,Apocalypse,Cigarettes After Sex,3/21/2017,1628,1305189811,82.0
Shape of You,Shape of You,xSyborg,2/20/2021,1807,3888356417,0.0
Murder On My Mind,Murder On My Mind,YNW Melly,10/14/2017,1626,1055558326,0.0
Pacas De Billetes,Pacas De Billetes,Natanael Cano,5/1/2023,1634,199378491,66.0
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51 - Single",Bizarrap,6/8/2022,1633,305438624,65.0
A La Antigï¿½ï¿,Vamos Bien,Calibre 50,2/5/2021,1636,435614687,67.0
Castle on the Hill,Castle on the Hill,Ed Sheeran,1/6/2017,1635,1340305216,73.0
GENTO,Gento,SB19,5/19/2023,1631,44345269,58.0
Bebe (feat. Anuel AA),Bebe (feat. Anuel AA),Ozuna,6/21/2017,1632,133601746,0.0
ýýýýýý,ýýýýýý,YOASOBI,9/29/2023,1643,84848838,71.0
ýýndigo,ýýndigo - Single,Camilo,10/13/2021,1637,270580897,60.0
BABY OTAKU,BABY OTAKU,Pablito Pesadilla,8/18/2022,1640,187646063,58.0
Sarï¿½ï¿½ Perchï¿½ï¿,Viva Italia,Esteriore Brothers,6/7/2024,1638,0,0.0
The Less I Know The Better,Currents,Tame Impala,7/17/2015,1644,1644031037,79.0
ULTRA SOLO REMIX,ULTRA SOLO Remix,Polimï¿½ï¿½ Westc,6/16/2022,1641,340527913,67.0
Next Thing You Know,Next Thing You Know,Jordan Davis,8/12/2022,1642,233212999,71.0
Faster n Harder,Faster n Harder,6arelyhuman,2/28/2024,1639,45351290,68.0
Bongos (feat. Megan Thee Stallion),Bongos: The Pack,Cardi B,9/7/2023,1647,97991117,1.0
Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,9/24/2021,1650,487150595,67.0
Cabaï¿½,Cabaï¿½,El Jordan 23,6/24/2023,1646,179452105,72.0
Golden,Fine Line,Harry Styles,12/13/2019,1645,912294568,70.0
Music For a Sushi Restaurant,Harry's House,Harry Styles,5/20/2022,1649,408265830,67.0
HYPNOTIC DATA,XIII SORROWS,Odetari,9/13/2023,1651,111532358,0.0
Bad Feeling (Oompa Loompa),Bad Feeling (Oompa Loompa),Jagwar Twin,12/15/2023,1653,68270779,0.0
Dance The Night,Barbie The Album,Dua Lipa,7/21/2023,1652,860026452,67.0
RAM TCHUM,RAM TCHUM,DENNIS,2/29/2024,1648,62158125,74.0
Coal,Coal,Dylan Gossett,7/27/2023,1661,170200281,2.0
RUNAWAY,RUNAWAY,KAYDEN,3/14/2022,1656,3508819,32.0
Habits (Stay High),Habits,Tove Lo,3/15/2013,1658,919756735,69.0
Kilerito,Kilerito - Single,Brytiago,4/19/2024,1654,22216368,0.0
Houdini,Houdini - Single,Eminem,5/30/2024,1655,99968146,0.0
Moonwalking in Calabasas (feat. Blueface) - Remix,Moonwalking in Calabasas Remix,DDG,8/20/2020,1657,337709342,61.0
Deli,Like..? Deluxe (Apple Music Edition),Ice Spice,1/20/2023,1659,190497384,70.0
Too Little Light,Some of Your Pain,koko die,3/17/2023,1660,24935,1.0
God's Country,God's Country,Blake Shelton,3/29/2019,1665,367775924,62.0
Desejo Imortal (It Must Have Been Love),Desejo Imortal (It Must Have Been Love),Gusttavo Lima,4/13/2023,1666,96328058,63.0
BOA,BOA,Megan Thee Stallion,5/9/2024,1663,21644029,79.0
I Don't Even Want To Know,I Don't Even Want To Know,Delifinger,8/4/2022,1664,0,0.0
30 GRADOS,30 Grados,El Turko,1/26/2024,1662,50652672,72.0
Relax My Eyes,Relax My Eyes,ANOTR,11/4/2022,1671,149095636,73.0
Alone,Alone,Alan Walker,1/1/2016,1667,738909649,70.0
Starlight,Starlight,Dave,3/3/2022,1668,300668168,67.0
IDOL,Love Yourself ï¿½ï¿½ï¿½ 'A,BTS,8/24/2018,1670,458842811,65.0
Soy Peor,Soy Peor,Bad Bunny,12/8/2016,1672,507652985,67.0
Never Stop,Valedictorian,ian,5/17/2024,1674,8857839,68.0
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Tatsuya Kitani,7/7/2023,1669,173018759,69.0
Earth Song,Earth Song - Single,Wizard Chan,12/24/2022,1675,5408464,39.0
GREECE (feat. Drake),GREECE (feat. Drake),DJ Khaled,7/16/2020,1676,544564903,63.0
Jericho,Jericho - Single,Iniko,4/15/2023,1673,138403252,65.0
someday i'll get it,someday i'll get it,Alek Olsen,10/26/2023,1688,89292592,0.0
I Fall Apart,Stoney (Deluxe),Post Malone,12/9/2016,1683,1638216382,72.0
Popular,Popular [From The Idol Vol. 1 (Music from the HBO Original Series)],The Weeknd,6/2/2023,1682,812954133,54.0
Iced Coffee,Iced Coffee,Arthur Hill,10/5/2022,1678,2035613,40.0
Anyone,Anyone,Justin Bieber,1/1/2021,1687,689413808,63.0
Betty (Get Money),Betty (Get Money),Yung Gravy,6/10/2022,1685,262402978,59.0
Paradise (feat. Dermot Kennedy),Paradise,MEDUZA,10/30/2020,1679,726266033,64.0
Bel Mercy,Bel Mercy,Jengi,12/2/2022,1681,137020536,64.0
The Nights,Full Circle: The Live Anthology,Avicii,11/20/2011,1680,1780761618,79.0
Run,Run,OneRepublic,5/5/2021,1684,567806129,70.0
Bad Habit,Gemini Rights,Steve Lacy,7/14/2022,1686,1087201670,45.0
Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),Ellie Goulding,6/26/2019,1677,756657781,66.0
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Wellerman (220 KID x Billen Ted Remix),Nathan Evans,1/21/2021,1691,443854471,63.0
Mi Cuarto,DI LETRA,Jerry Di,4/3/2020,1694,427998483,63.0
Commas,Commas,Ayra Starr,2/1/2024,1689,48408512,76.0
Dial Drunk,Stick Season (We'll All Be Here Forever),Noah Kahan,6/9/2023,1690,157881582,67.0
Angels Like You,Plastic Hearts,Miley Cyrus,11/27/2020,1697,940796773,77.0
Dime Cï¿½ï¿½mo Qui,Dime Cï¿½ï¿½mo Qui,Christian Nodal,11/12/2020,1692,261261845,65.0
Without Me,Suicide Squad: The Album (Collector's Edition),Eminem,8/4/2016,1696,2146682342,0.0
Call It Love,Call It Love,Felix Jaehn,9/16/2022,1693,283002053,73.0
Rodeo (Remix),Rodeo (Remix) - Single,Lah Pat,2/24/2023,1695,160163510,72.0
Head Down,All Stand Together,Lost Frequencies,11/10/2023,1698,51812189,0.0
Vete,Vete,Bad Bunny,11/21/2019,1702,991885224,64.0
What If,What If,Johnny Orlando,5/18/2018,1707,183453795,57.0
TRUCK BED,TRUCK BED,HARDY,10/10/2022,1699,194689239,73.0
Chosen (feat. Ty Dolla $ign),No Love Lost (Deluxe),Blxst,12/4/2020,1705,396135437,64.0
Que Tire Pa Lante,Que Tire Pa Lante,Daddy Yankee,10/18/2019,1700,375589989,59.0
Where the Wild Things Are,Gettin' Old,Luke Combs,3/24/2023,1701,188142444,80.0
Jaldi Chhoda Ghare Bullet Se,Jaldi Chhoda Ghare Bullet Se,Vinay Pandey Sanu,3/10/2023,1703,72880,6.0
REINA,ESTRELLA,Mora,8/28/2023,1706,187631508,0.0
ANTIFRAGILE,ANTIFRAGILE,LE SSERAFIM,10/17/2022,1704,458713465,70.0
This Girl (Kungs Vs. Cookin' On 3 Burners),This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,2/19/2016,1719,1121107262,75.0
Dreaming,Dreaming,Marshmello,10/20/2023,1716,42151775,0.0
Own Brand Freestyle,Own Brand Freestyle,FelixThe1st,10/7/2021,1718,110291303,52.0
Pussy & Millions (feat. Travis Scott),Her Loss,Drake,11/4/2022,1712,273457499,67.0
Sent Gamkauwa,Sent Gamkauwa,Shivani Singh,5/19/2023,1717,29424141,62.0
Bulletproof,Bulletproof,Nate Smith,2/9/2024,1710,32849769,0.0
I Hope,I Hope,Gabby Barrett,1/25/2019,1714,399778802,66.0
"...And to Those I Love, Thanks for Sticking Around",STOP STARING AT THE SHADOWS,$uicideboy$,2/14/2020,1709,675082623,73.0
Bite Me,DARK BLOOD,ENHYPEN,5/22/2023,1713,263851286,73.0
Promises (with Sam Smith),Promises (with Sam Smith),Calvin Harris,8/17/2018,1711,1036104210,69.0
Cover Me In Sunshine,Cover Me In Sunshine,P!nk,2/12/2021,1715,439034558,64.0
Outside (feat. Ellie Goulding),Full Circle: The Live Anthology,Calvin Harris,11/20/2011,1708,1128783268,79.0
Bamba (feat. Aitch & BIA),Bamba (feat. Aitch & BIA),Luciano,9/22/2022,1723,201638049,62.0
Sin Querer,Sin Querer - Single,Fer Vazquez,12/14/2023,1720,46660424,67.0
Filhall 2,Filhall 2,B Praak,6/19/2020,1721,81182241,0.0
TOMBOY,I NEVER DIE,(G)I-DLE,3/14/2022,1724,286016224,67.0
Everything I Love,3 Songs At A Time Sampler,Morgan Wallen,1/31/2023,1722,173756454,68.0
ýýýýýýýýýýýýýýýýýý ýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýý ýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,Md Faisal Ahmed,7/9/2023,1731,2274,0.0
Butta My Bread,Butta My Bread - Single (feat. Lasmid) - Single,JZyNo,4/7/2023,1729,46431158,60.0
Barking,Barking,Ramz,12/1/2017,1726,514888081,62.0
One Of Them Girls,One Of Them Girls,Lee Brice,4/10/2020,1728,382466683,67.0
INFERNO,INFERNO,Sub Urban,8/13/2021,1730,233661226,60.0
Hold On,Hold On,Chord Overstreet,2/3/2017,1725,847578246,73.0
Bipolar,Bipolar,Mc Davi,4/9/2021,1727,174403309,52.0
bury a friend,bury a friend,Billie Eilish,1/30/2019,1739,1014870547,68.0
Time Slowly Slippin',Reflections,LAZA,11/25/2022,1736,0,0.0
"Alone, Pt. II","Alone, Pt. II",Alan Walker,12/27/2019,1740,606284550,69.0
El Tsurito,El Tsurito,Junior H,4/7/2023,1741,257812063,69.0
GOOD LOYAL THOTS,GOOD LOYAL THOTS,Odetari,3/15/2023,1734,222975417,71.0
No Me Acuerdo,No Me Acuerdo,Thalia,6/1/2018,1733,367530155,60.0
Abcdario,Abcdario,Eden Muï¿½ï,5/13/2023,1738,262504588,72.0
Freestyle,Too Hard,Lil Baby,12/1/2017,1735,706489684,75.0
Una Locura,ENOC,Ozuna,9/4/2020,1732,584776407,66.0
double take,double take,Dhruv,5/24/2019,1737,826685494,76.0
Trip,Trip,Ella Mai,8/3/2018,1747,502147027,66.0
Ni Una Ni Dos,Ni Una Ni Dos,BM,6/28/2023,1743,139873877,65.0
Un Desperdicio,Un Desperdicio,Rels B,4/25/2024,1750,62552825,78.0
El Boss,El Boss,Gabito Ballesteros,3/28/2024,1746,81942319,84.0
La Corriente,Un Verano Sin Ti,Bad Bunny,5/6/2022,1745,591704263,71.0
POLARIS - Remix,POLARIS (Remix),SAIKO,6/8/2023,1749,238718077,69.0
Love Tonight - David Guetta Remix Edit,Love Tonight (David Guetta Remix),Shouse,6/11/2021,1748,449513936,72.0
5 Foot 9,5 Foot 9,Tyler Hubbard,5/20/2022,1742,193680404,65.0
Mejor Que Ayer,Mejor Que Ayer - Single,Diego Torres,8/31/2023,1744,28210202,0.0
Lalala,Lalala - Single,ati2x06,1/17/2024,1751,966112900,0.0
Broadway Girls (feat. Morgan Wallen),Broadway Girls (feat. Morgan Wallen),Lil Durk,12/17/2021,1758,344369903,72.0
Se Te Nota (with Guaynaa),Se Te Nota (with Guaynaa),Lele Pons,9/2/2020,1756,437956158,62.0
Ameno Amapiano Remix (You Wanna Bamba),Ameno Amapiano Remix - Single,Goya Menor,1/7/2022,1759,62243984,51.0
Canon and Gigue for Three Violins and Continuo in D Major: Canon,"The Academy in Concert. Albinoni: Adagio - Pachelbel: Canon - Bach: Air & Music By Beethoven, Handel, Mendelssohn, Mozart",Sir Neville Marriner,5/17/2024,1752,88934872,0.0
See You Dance (Extended Mix),See You Dance (Extended Mix) - Single,DJ Meetch,3/6/2023,1760,0,4.0
Cake By The Ocean - Cover,Tik Toker Party Hits,MUSIC LAB JPN,10/5/2023,1753,1619109147,0.0
MAMACITA,Mamacita,Black Eyed Peas,4/9/2020,1755,527632887,58.0
I Took A Pill In Ibiza - Seeb Remix,I Took A Pill In Ibiza (Seeb Remix),Mike Posner,7/24/2015,1757,1949596473,76.0
No Fuss,Take Me Alive,Zeme Libre,1/31/2023,1754,1332,0.0
El Efecto,El Efecto,Rauw Alejandro,3/15/2019,1766,580054244,72.0
What Lovers Do (feat. SZA),What Lovers Do (feat. SZA),Maroon 5,8/30/2017,1763,1206495254,68.0
Dream Girl,Dream Girl,Izellah,3/23/2023,1762,377401,30.0
Zona De Perigo,Zona De Perigo,Leo Santana,12/8/2022,1764,182793453,61.0
Crazy Form,THE WORLD EP.FIN : WILL,ATEEZ,12/1/2023,1765,58520078,0.0
Kehribar,Kehribar - Single,Burak Bulut,9/29/2023,1761,68985345,67.0
SAY MY GRACE (feat. Travis Scott),SET IT OFF,Offset,10/13/2023,1770,118851626,0.0
Drugs From Amsterdam,Drugs From Amsterdam,Mau P,8/17/2022,1776,170829903,68.0
M.A - Remix,M.A (Remix),BM,4/5/2023,1768,123113806,61.0
BBY BOO (REMIX),BBY BOO (REMIX),iZaak,3/27/2024,1771,92573075,80.0
What My World Spins Around,What My World Spins Around,Jordan Davis,5/27/2022,1769,225128269,71.0
